Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:22:57.691000,LEC,16,0 days 00:01:24.176000,4.0,1.0,,,0 days 00:00:29.548000,0 days 00:00:18.134000,0 days 00:00:36.494000,0 days 00:22:03.063000,0 days 00:22:21.197000,0 days 00:22:57.691000,275.0,288.0,316.0,261.0,True,MEDIUM,4.0,True,Ferrari,0 days 00:21:33.515000,,1,,False,,False,True
0 days 00:24:47.428000,LEC,16,0 days 00:01:49.737000,5.0,1.0,,,0 days 00:00:36.682000,0 days 00:00:21.376000,0 days 00:00:51.679000,0 days 00:23:34.373000,0 days 00:23:55.749000,0 days 00:24:47.428000,206.0,269.0,282.0,230.0,False,MEDIUM,5.0,True,Ferrari,0 days 00:22:57.691000,,1,,False,,False,True
0 days 00:26:09.750000,LEC,16,0 days 00:01:22.322000,6.0,1.0,,,0 days 00:00:28.993000,0 days 00:00:17.919000,0 days 00:00:35.410000,0 days 00:25:16.421000,0 days 00:25:34.340000,0 days 00:26:09.750000,242.0,295.0,302.0,285.0,True,MEDIUM,6.0,True,Ferrari,0 days 00:24:47.428000,,1,,False,,False,True
0 days 00:28:05.328000,LEC,16,0 days 00:01:55.578000,7.0,1.0,,,0 days 00:00:38.889000,0 days 00:00:27.682000,0 days 00:00:49.007000,0 days 00:26:48.639000,0 days 00:27:16.321000,0 days 00:28:05.328000,158.0,203.0,279.0,235.0,False,MEDIUM,7.0,True,Ferrari,0 days 00:26:09.750000,,1,,False,,False,True
0 days 00:29:27.408000,LEC,16,0 days 00:01:22.080000,8.0,1.0,,,0 days 00:00:28.793000,0 days 00:00:17.819000,0 days 00:00:35.468000,0 days 00:28:34.121000,0 days 00:28:51.940000,0 days 00:29:27.408000,242.0,295.0,300.0,285.0,True,MEDIUM,8.0,True,Ferrari,0 days 00:28:05.328000,,1,,False,,False,True
0 days 00:31:09.322000,LEC,16,0 days 00:01:41.914000,9.0,1.0,,,0 days 00:00:39.078000,0 days 00:00:20.755000,0 days 00:00:42.081000,0 days 00:30:06.486000,0 days 00:30:27.241000,0 days 00:31:09.322000,212.0,275.0,280.0,222.0,False,MEDIUM,9.0,True,Ferrari,0 days 00:29:27.408000,,1,,False,,False,True
0 days 00:32:30.957000,LEC,16,0 days 00:01:21.635000,10.0,1.0,,,0 days 00:00:28.346000,0 days 00:00:17.985000,0 days 00:00:35.304000,0 days 00:31:37.668000,0 days 00:31:55.653000,0 days 00:32:30.957000,281.0,280.0,303.0,286.0,True,MEDIUM,10.0,True,Ferrari,0 days 00:31:09.322000,,1,,False,,False,True
0 days 00:34:23.256000,LEC,16,0 days 00:01:52.299000,11.0,1.0,,,0 days 00:00:37.376000,0 days 00:00:21.492000,0 days 00:00:53.431000,0 days 00:33:08.333000,0 days 00:33:29.825000,0 days 00:34:23.256000,192.0,236.0,276.0,235.0,False,MEDIUM,11.0,True,Ferrari,0 days 00:32:30.957000,,1,,False,,False,True
0 days 00:36:02.552000,LEC,16,0 days 00:01:39.296000,12.0,1.0,,,0 days 00:00:30.038000,0 days 00:00:19.985000,0 days 00:00:49.273000,0 days 00:34:53.294000,0 days 00:35:13.279000,0 days 00:36:02.552000,246.0,280.0,278.0,287.0,False,MEDIUM,12.0,True,Ferrari,0 days 00:34:23.256000,,1,,False,,False,True
0 days 00:37:45.341000,LEC,16,0 days 00:01:42.789000,13.0,1.0,,,0 days 00:00:29.925000,0 days 00:00:20.963000,0 days 00:00:51.901000,0 days 00:36:32.477000,0 days 00:36:53.440000,0 days 00:37:45.341000,230.0,235.0,279.0,,False,MEDIUM,13.0,True,Ferrari,0 days 00:36:02.552000,,1,,False,,False,True
0 days 00:39:06.568000,LEC,16,0 days 00:01:21.227000,14.0,1.0,,,0 days 00:00:28.512000,0 days 00:00:17.632000,0 days 00:00:35.083000,0 days 00:38:13.853000,0 days 00:38:31.485000,0 days 00:39:06.568000,247.0,296.0,309.0,,True,MEDIUM,14.0,True,Ferrari,0 days 00:37:45.341000,,1,,False,,False,True
0 days 00:40:51.128000,LEC,16,0 days 00:01:44.560000,15.0,1.0,,,0 days 00:00:34.854000,0 days 00:00:24.110000,0 days 00:00:45.596000,0 days 00:39:41.422000,0 days 00:40:05.532000,0 days 00:40:51.128000,169.0,167.0,307.0,231.0,False,MEDIUM,15.0,True,Ferrari,0 days 00:39:06.568000,,1,,False,,False,True
0 days 00:50:12.454000,LEC,16,,16.0,1.0,,0 days 00:42:16.583000,0 days 00:00:28.453000,0 days 00:00:18.199000,,0 days 00:41:19.752000,0 days 00:41:38.036000,,244.0,281.0,,313.0,False,MEDIUM,16.0,True,Ferrari,0 days 00:40:51.128000,,1,,False,,False,False
0 days 00:52:00.341000,LEC,16,0 days 00:01:47.887000,17.0,2.0,0 days 00:50:17.161000,,0 days 00:00:46.848000,0 days 00:00:20.147000,0 days 00:00:40.892000,0 days 00:50:59.302000,0 days 00:51:19.449000,0 days 00:52:00.341000,242.0,275.0,273.0,127.0,False,SOFT,1.0,True,Ferrari,0 days 00:50:12.454000,,1,,False,,False,False
0 days 00:53:21.170000,LEC,16,0 days 00:01:20.829000,18.0,2.0,,,0 days 00:00:28.375000,0 days 00:00:17.627000,0 days 00:00:34.827000,0 days 00:52:28.716000,0 days 00:52:46.343000,0 days 00:53:21.170000,248.0,295.0,298.0,286.0,True,SOFT,2.0,True,Ferrari,0 days 00:52:00.341000,,1,,False,,False,True
0 days 00:55:26.375000,LEC,16,0 days 00:02:05.205000,19.0,2.0,,0 days 00:55:04.505000,0 days 00:00:37.522000,0 days 00:00:22.031000,0 days 00:01:05.652000,0 days 00:53:58.692000,0 days 00:54:20.723000,0 days 00:55:26.375000,197.0,234.0,,250.0,False,SOFT,3.0,True,Ferrari,0 days 00:53:21.170000,,1,,False,,False,False
0 days 00:57:48.626000,LEC,16,0 days 00:02:22.251000,20.0,3.0,0 days 00:55:29.942000,,0 days 00:01:03.689000,0 days 00:00:19.824000,0 days 00:00:58.738000,0 days 00:56:30.064000,0 days 00:56:49.888000,0 days 00:57:48.626000,239.0,281.0,282.0,108.0,False,SOFT,4.0,False,Ferrari,0 days 00:55:26.375000,,1,,False,,False,False
0 days 00:59:26.663000,LEC,16,0 days 00:01:38.037000,21.0,3.0,,,0 days 00:00:32.250000,0 days 00:00:20.154000,0 days 00:00:45.633000,0 days 00:58:20.876000,0 days 00:58:41.030000,0 days 00:59:26.663000,240.0,276.0,276.0,227.0,False,SOFT,5.0,False,Ferrari,0 days 00:57:48.626000,,1,,False,,False,True
0 days 01:00:47.623000,LEC,16,0 days 00:01:20.960000,22.0,3.0,,,0 days 00:00:28.278000,0 days 00:00:17.749000,0 days 00:00:34.933000,0 days 00:59:54.941000,0 days 01:00:12.690000,0 days 01:00:47.623000,251.0,289.0,303.0,285.0,False,SOFT,6.0,False,Ferrari,0 days 00:59:26.663000,,1,,False,,False,True
0 days 01:02:35.655000,LEC,16,0 days 00:01:48.032000,23.0,3.0,,,0 days 00:00:37.474000,0 days 00:00:27.147000,0 days 00:00:43.411000,0 days 01:01:25.097000,0 days 01:01:52.244000,0 days 01:02:35.655000,197.0,182.0,274.0,241.0,False,SOFT,7.0,False,Ferrari,0 days 01:00:47.623000,,1,,False,,False,True
0 days 01:04:25.650000,LEC,16,0 days 00:01:49.995000,24.0,3.0,,0 days 01:04:14.641000,0 days 00:00:28.989000,0 days 00:00:22.244000,0 days 00:00:58.762000,0 days 01:03:04.644000,0 days 01:03:26.888000,0 days 01:04:25.650000,201.0,226.0,,289.0,False,SOFT,8.0,False,Ferrari,0 days 01:02:35.655000,,126,,False,,False,False
0 days 01:06:58.511000,LEC,16,,25.0,4.0,0 days 01:04:29.161000,,0 days 00:01:13.226000,0 days 00:00:23.774000,0 days 00:00:55.880000,0 days 01:05:38.957000,0 days 01:06:02.713000,0 days 01:06:58.559000,226.0,246.0,275.0,151.0,False,SOFT,9.0,False,Ferrari,0 days 01:04:25.650000,,671,,False,,False,False
0 days 01:08:32.097000,LEC,16,0 days 00:01:33.586000,26.0,4.0,,,0 days 00:00:28.937000,0 days 00:00:19.961000,0 days 00:00:44.688000,0 days 01:07:27.448000,0 days 01:07:47.409000,0 days 01:08:32.097000,245.0,277.0,281.0,290.0,False,SOFT,10.0,False,Ferrari,0 days 01:06:58.511000,,1,,False,,False,True
0 days 01:09:54.549000,LEC,16,0 days 00:01:22.452000,27.0,4.0,,,0 days 00:00:28.403000,0 days 00:00:17.518000,0 days 00:00:36.531000,0 days 01:09:00.500000,0 days 01:09:18.018000,0 days 01:09:54.549000,266.0,304.0,302.0,291.0,False,SOFT,11.0,False,Ferrari,0 days 01:08:32.097000,,1,,False,,False,True
0 days 01:11:37.724000,LEC,16,0 days 00:01:43.175000,28.0,4.0,,,0 days 00:00:32.869000,0 days 00:00:20.504000,0 days 00:00:49.802000,0 days 01:10:27.418000,0 days 01:10:47.922000,0 days 01:11:37.724000,221.0,269.0,283.0,280.0,False,SOFT,12.0,False,Ferrari,0 days 01:09:54.549000,,1,,False,,False,True
0 days 01:13:11.913000,LEC,16,0 days 00:01:34.189000,29.0,4.0,,,0 days 00:00:30.964000,0 days 00:00:20.511000,0 days 00:00:42.714000,0 days 01:12:08.688000,0 days 01:12:29.199000,0 days 01:13:11.913000,236.0,275.0,279.0,262.0,False,SOFT,13.0,False,Ferrari,0 days 01:11:37.724000,,1,,False,,False,True
0 days 01:14:32.180000,LEC,16,0 days 00:01:20.267000,30.0,4.0,,,0 days 00:00:28.205000,0 days 00:00:17.472000,0 days 00:00:34.590000,0 days 01:13:40.118000,0 days 01:13:57.590000,0 days 01:14:32.180000,247.0,302.0,309.0,289.0,True,SOFT,14.0,False,Ferrari,0 days 01:13:11.913000,,1,,False,,False,True
0 days 01:16:24.858000,LEC,16,0 days 00:01:52.678000,31.0,4.0,,,0 days 00:00:33.308000,0 days 00:00:27.409000,0 days 00:00:51.961000,0 days 01:15:05.488000,0 days 01:15:32.897000,0 days 01:16:24.858000,182.0,205.0,198.0,264.0,False,SOFT,15.0,False,Ferrari,0 days 01:14:32.180000,,1,,False,,False,True
0 days 01:19:32.459000,LEC,16,,32.0,4.0,,,0 days 00:00:40.573000,0 days 00:00:26.877000,,0 days 01:17:05.611000,0 days 01:17:32.562000,,190.0,152.0,212.0,163.0,False,SOFT,16.0,False,Ferrari,0 days 01:16:24.858000,,1,,False,,False,False
0 days 01:21:05.899000,LEC,16,,33.0,4.0,,0 days 01:21:05.899000,0 days 00:00:34.306000,0 days 00:00:21.827000,,0 days 01:20:06.902000,0 days 01:20:28.643000,,224.0,273.0,,220.0,False,SOFT,17.0,False,Ferrari,0 days 01:19:32.459000,,1,,False,,False,False
0 days 00:18:51.723000,STR,18,,1.0,1.0,0 days 00:16:16.407000,,0 days 00:01:16.843000,0 days 00:00:23.748000,0 days 00:00:58.539000,0 days 00:17:29.595000,0 days 00:17:53.439000,0 days 00:18:51.787000,219.0,161.0,247.0,39.0,False,HARD,1.0,True,Aston Martin,0 days 00:16:16.407000,,126,,False,,False,False
0 days 00:20:42.057000,STR,18,0 days 00:01:50.334000,2.0,1.0,,,0 days 00:00:41.721000,0 days 00:00:22.777000,0 days 00:00:45.836000,0 days 00:19:33.444000,0 days 00:19:56.221000,0 days 00:20:42.057000,230.0,165.0,261.0,100.0,True,HARD,2.0,True,Aston Martin,0 days 00:18:51.723000,,671,,False,,False,False
0 days 00:22:16.839000,STR,18,,3.0,1.0,,0 days 00:22:16.839000,0 days 00:00:34.022000,0 days 00:00:20.454000,,0 days 00:21:16.228000,0 days 00:21:36.709000,,243.0,251.0,,209.0,False,HARD,3.0,True,Aston Martin,0 days 00:20:42.057000,,1,,False,,False,False
0 days 00:18:10.191000,ALB,23,0 days 00:02:27.461000,1.0,1.0,0 days 00:15:51.332000,,0 days 00:01:17.782000,0 days 00:00:24.500000,0 days 00:00:45.179000,0 days 00:17:00.792000,0 days 00:17:25.243000,0 days 00:18:10.311000,212.0,249.0,277.0,85.0,False,MEDIUM,1.0,True,Williams,0 days 00:15:51.332000,,12,,False,,False,False
0 days 00:20:20.406000,ALB,23,0 days 00:02:10.215000,2.0,1.0,,,0 days 00:00:42.425000,0 days 00:00:25.848000,0 days 00:01:01.942000,0 days 00:18:52.616000,0 days 00:19:18.464000,0 days 00:20:20.406000,143.0,253.0,78.0,218.0,True,MEDIUM,2.0,True,Williams,0 days 00:18:10.191000,,2671,,False,,False,False
0 days 00:22:24.486000,ALB,23,0 days 00:02:04.080000,3.0,1.0,,,0 days 00:00:51.681000,0 days 00:00:24.877000,0 days 00:00:47.522000,0 days 00:21:12.087000,0 days 00:21:36.964000,0 days 00:22:24.486000,234.0,259.0,259.0,70.0,True,MEDIUM,3.0,True,Williams,0 days 00:20:20.406000,,1,,False,,False,True
0 days 00:23:53.716000,ALB,23,0 days 00:01:29.230000,4.0,1.0,,,0 days 00:00:31.069000,0 days 00:00:20.362000,0 days 00:00:37.799000,0 days 00:22:55.555000,0 days 00:23:15.917000,0 days 00:23:53.716000,245.0,280.0,272.0,257.0,True,MEDIUM,4.0,True,Williams,0 days 00:22:24.486000,,1,,False,,False,True
0 days 00:25:21.032000,ALB,23,0 days 00:01:27.316000,5.0,1.0,,,0 days 00:00:30.119000,0 days 00:00:20.047000,0 days 00:00:37.150000,0 days 00:24:23.835000,0 days 00:24:43.882000,0 days 00:25:21.032000,255.0,281.0,276.0,279.0,True,MEDIUM,5.0,True,Williams,0 days 00:23:53.716000,,1,,False,,False,True
0 days 00:27:07.116000,ALB,23,0 days 00:01:46.084000,6.0,1.0,,,0 days 00:00:34.418000,0 days 00:00:25.966000,0 days 00:00:45.700000,0 days 00:25:55.450000,0 days 00:26:21.416000,0 days 00:27:07.116000,135.0,212.0,275.0,241.0,False,MEDIUM,6.0,True,Williams,0 days 00:25:21.032000,,1,,False,,False,True
0 days 00:28:31.552000,ALB,23,0 days 00:01:24.436000,7.0,1.0,,,0 days 00:00:29.959000,0 days 00:00:18.225000,0 days 00:00:36.252000,0 days 00:27:37.075000,0 days 00:27:55.300000,0 days 00:28:31.552000,266.0,271.0,290.0,273.0,True,MEDIUM,7.0,True,Williams,0 days 00:27:07.116000,,1,,False,,False,True
0 days 00:30:23.675000,ALB,23,0 days 00:01:52.123000,8.0,1.0,,,0 days 00:00:39.727000,0 days 00:00:27.892000,0 days 00:00:44.504000,0 days 00:29:11.279000,0 days 00:29:39.171000,0 days 00:30:23.675000,174.0,225.0,274.0,277.0,False,MEDIUM,8.0,True,Williams,0 days 00:28:31.552000,,1,,False,,False,True
0 days 00:31:48.738000,ALB,23,0 days 00:01:25.063000,9.0,1.0,,,0 days 00:00:30.037000,0 days 00:00:18.301000,0 days 00:00:36.725000,0 days 00:30:53.712000,0 days 00:31:12.013000,0 days 00:31:48.738000,262.0,268.0,279.0,283.0,False,MEDIUM,9.0,True,Williams,0 days 00:30:23.675000,,1,,False,,False,True
0 days 00:33:50.078000,ALB,23,0 days 00:02:01.340000,10.0,1.0,,,0 days 00:00:47.579000,0 days 00:00:29.047000,0 days 00:00:44.714000,0 days 00:32:36.317000,0 days 00:33:05.364000,0 days 00:33:50.078000,159.0,189.0,271.0,191.0,False,MEDIUM,10.0,True,Williams,0 days 00:31:48.738000,,1,,False,,False,True
0 days 00:35:14.321000,ALB,23,0 days 00:01:24.243000,11.0,1.0,,,0 days 00:00:29.761000,0 days 00:00:18.469000,0 days 00:00:36.013000,0 days 00:34:19.839000,0 days 00:34:38.308000,0 days 00:35:14.321000,261.0,258.0,297.0,281.0,True,MEDIUM,11.0,True,Williams,0 days 00:33:50.078000,,1,,False,,False,True
0 days 00:37:08.642000,ALB,23,0 days 00:01:54.321000,12.0,1.0,,,0 days 00:00:42.375000,0 days 00:00:28.499000,0 days 00:00:43.447000,0 days 00:35:56.696000,0 days 00:36:25.195000,0 days 00:37:08.642000,163.0,185.0,269.0,235.0,False,MEDIUM,12.0,True,Williams,0 days 00:35:14.321000,,1,,False,,False,True
0 days 00:38:32.312000,ALB,23,0 days 00:01:23.670000,13.0,1.0,,,0 days 00:00:29.408000,0 days 00:00:18.178000,0 days 00:00:36.084000,0 days 00:37:38.050000,0 days 00:37:56.228000,0 days 00:38:32.312000,266.0,268.0,291.0,280.0,True,MEDIUM,13.0,True,Williams,0 days 00:37:08.642000,,1,,False,,False,True
0 days 00:40:22.285000,ALB,23,0 days 00:01:49.973000,14.0,1.0,,,0 days 00:00:42.659000,0 days 00:00:25.302000,0 days 00:00:42.012000,0 days 00:39:14.971000,0 days 00:39:40.273000,0 days 00:40:22.285000,148.0,266.0,271.0,267.0,False,MEDIUM,14.0,True,Williams,0 days 00:38:32.312000,,1,,False,,False,True
0 days 00:41:45.429000,ALB,23,0 days 00:01:23.144000,15.0,1.0,,,0 days 00:00:29.126000,0 days 00:00:18.308000,0 days 00:00:35.710000,0 days 00:40:51.411000,0 days 00:41:09.719000,0 days 00:41:45.429000,268.0,260.0,303.0,283.0,True,MEDIUM,15.0,True,Williams,0 days 00:40:22.285000,,1,,False,,False,True
0 days 00:43:38.635000,ALB,23,0 days 00:01:53.206000,16.0,1.0,,,0 days 00:00:38.842000,0 days 00:00:28.913000,0 days 00:00:45.451000,0 days 00:42:24.271000,0 days 00:42:53.184000,0 days 00:43:38.635000,175.0,191.0,263.0,265.0,False,MEDIUM,16.0,True,Williams,0 days 00:41:45.429000,,1,,False,,False,True
0 days 00:45:02.298000,ALB,23,0 days 00:01:23.663000,17.0,1.0,,,0 days 00:00:29.561000,0 days 00:00:18.280000,0 days 00:00:35.822000,0 days 00:44:08.196000,0 days 00:44:26.476000,0 days 00:45:02.298000,255.0,271.0,291.0,276.0,False,MEDIUM,17.0,True,Williams,0 days 00:43:38.635000,,1,,False,,False,True
0 days 00:52:56.462000,ALB,23,,18.0,1.0,,0 days 00:46:44.052000,0 days 00:00:34.149000,0 days 00:00:25.695000,,0 days 00:45:36.844000,0 days 00:46:02.457000,,199.0,200.0,,273.0,False,MEDIUM,18.0,True,Williams,0 days 00:45:02.298000,,1,,False,,False,False
0 days 00:54:42.623000,ALB,23,0 days 00:01:46.161000,19.0,2.0,0 days 00:52:58.659000,,0 days 00:00:41.632000,0 days 00:00:21.681000,0 days 00:00:42.848000,0 days 00:53:38.094000,0 days 00:53:59.775000,0 days 00:54:42.623000,239.0,245.0,266.0,167.0,False,SOFT,1.0,True,Williams,0 days 00:52:56.462000,,1,,False,,False,False
0 days 00:56:05.753000,ALB,23,0 days 00:01:23.130000,20.0,2.0,,,0 days 00:00:29.116000,0 days 00:00:18.373000,0 days 00:00:35.641000,0 days 00:55:11.739000,0 days 00:55:30.112000,0 days 00:56:05.753000,263.0,260.0,286.0,281.0,True,SOFT,2.0,True,Williams,0 days 00:54:42.623000,,1,,False,,False,True
0 days 00:58:03.627000,ALB,23,0 days 00:01:57.874000,21.0,2.0,,,0 days 00:00:50.515000,0 days 00:00:22.342000,0 days 00:00:45.017000,0 days 00:56:56.268000,0 days 00:57:18.610000,0 days 00:58:03.627000,192.0,219.0,262.0,218.0,False,SOFT,3.0,True,Williams,0 days 00:56:05.753000,,1,,False,,False,True
0 days 00:59:47.288000,ALB,23,0 days 00:01:43.661000,22.0,2.0,,,0 days 00:00:29.270000,0 days 00:00:23.961000,0 days 00:00:50.430000,0 days 00:58:32.897000,0 days 00:58:56.858000,0 days 00:59:47.288000,265.0,233.0,269.0,278.0,False,SOFT,4.0,True,Williams,0 days 00:58:03.627000,,1,,False,,False,True
0 days 01:01:31.959000,ALB,23,0 days 00:01:44.671000,23.0,2.0,,,0 days 00:00:34.610000,0 days 00:00:21.336000,0 days 00:00:48.725000,0 days 01:00:21.898000,0 days 01:00:43.234000,0 days 01:01:31.959000,199.0,291.0,268.0,283.0,False,SOFT,5.0,True,Williams,0 days 00:59:47.288000,,1,,False,,False,True
0 days 01:21:18.030000,ALB,23,,24.0,2.0,,0 days 01:21:18.030000,0 days 00:00:29.094000,0 days 00:00:25.103000,,0 days 01:02:01.349000,0 days 01:02:26.490000,,265.0,106.0,,281.0,False,SOFT,6.0,True,Williams,0 days 01:01:31.959000,,1267,,False,,False,False
0 days 00:16:57.570000,HUL,27,,1.0,1.0,0 days 00:15:02.982000,,,0 days 00:00:24.754000,0 days 00:00:45.670000,,0 days 00:16:12.028000,0 days 00:16:57.570000,216.0,198.0,218.0,152.0,False,MEDIUM,1.0,True,Audi,0 days 00:15:02.982000,,1,,False,,False,False
0 days 00:30:33,HUL,27,,2.0,1.0,,0 days 00:18:43.496000,0 days 00:00:37.025000,0 days 00:00:23.850000,,0 days 00:17:34.586000,0 days 00:17:58.426000,,218.0,217.0,,194.0,False,MEDIUM,2.0,True,Audi,0 days 00:16:57.570000,,1267,,False,,False,False
0 days 00:32:29.443000,HUL,27,0 days 00:01:56.443000,3.0,2.0,0 days 00:30:38.128000,,0 days 00:00:54.584000,0 days 00:00:20.656000,0 days 00:00:41.203000,0 days 00:31:27.584000,0 days 00:31:48.240000,0 days 00:32:29.443000,204.0,256.0,253.0,152.0,False,MEDIUM,3.0,False,Audi,0 days 00:30:33,,1,,False,,False,False
0 days 00:33:55.378000,HUL,27,0 days 00:01:25.935000,4.0,2.0,,,0 days 00:00:30.553000,0 days 00:00:18.444000,0 days 00:00:36.938000,0 days 00:32:59.996000,0 days 00:33:18.440000,0 days 00:33:55.378000,268.0,288.0,295.0,263.0,True,MEDIUM,4.0,False,Audi,0 days 00:32:29.443000,,1,,False,,False,True
0 days 00:35:45.680000,HUL,27,0 days 00:01:50.302000,5.0,2.0,,,0 days 00:00:40.611000,0 days 00:00:27.730000,0 days 00:00:41.961000,0 days 00:34:35.989000,0 days 00:35:03.719000,0 days 00:35:45.680000,222.0,207.0,263.0,199.0,False,MEDIUM,5.0,False,Audi,0 days 00:33:55.378000,,1,,False,,False,True
0 days 00:37:09.235000,HUL,27,0 days 00:01:23.555000,6.0,2.0,,,0 days 00:00:29.440000,0 days 00:00:18.134000,0 days 00:00:35.981000,0 days 00:36:15.120000,0 days 00:36:33.254000,0 days 00:37:09.235000,272.0,281.0,302.0,283.0,True,MEDIUM,6.0,False,Audi,0 days 00:35:45.680000,,1,,False,,False,True
0 days 00:39:16.440000,HUL,27,0 days 00:02:07.205000,7.0,2.0,,,0 days 00:00:41.554000,0 days 00:00:32.505000,0 days 00:00:53.146000,0 days 00:37:50.789000,0 days 00:38:23.294000,0 days 00:39:16.440000,162.0,168.0,264.0,208.0,False,MEDIUM,7.0,False,Audi,0 days 00:37:09.235000,,1,,False,,False,True
0 days 00:40:56.584000,HUL,27,0 days 00:01:40.144000,8.0,2.0,,,0 days 00:00:34.604000,0 days 00:00:21.347000,0 days 00:00:44.193000,0 days 00:39:51.044000,0 days 00:40:12.391000,0 days 00:40:56.584000,176.0,255.0,263.0,275.0,False,MEDIUM,8.0,False,Audi,0 days 00:39:16.440000,,1,,False,,False,True
0 days 00:42:19.598000,HUL,27,0 days 00:01:23.014000,9.0,2.0,,,0 days 00:00:28.845000,0 days 00:00:18.508000,0 days 00:00:35.661000,0 days 00:41:25.429000,0 days 00:41:43.937000,0 days 00:42:19.598000,272.0,273.0,296.0,292.0,True,MEDIUM,9.0,False,Audi,0 days 00:40:56.584000,,1,,False,,False,True
0 days 00:50:06.827000,HUL,27,,10.0,2.0,,0 days 00:43:48.063000,0 days 00:00:33.149000,0 days 00:00:19.029000,,0 days 00:42:53.097000,0 days 00:43:12.143000,,265.0,271.0,,208.0,False,MEDIUM,10.0,False,Audi,0 days 00:42:19.598000,,1,,False,,False,False
0 days 00:51:50.451000,HUL,27,0 days 00:01:43.624000,11.0,3.0,0 days 00:50:08.942000,,0 days 00:00:39.945000,0 days 00:00:20.022000,0 days 00:00:43.657000,0 days 00:50:46.772000,0 days 00:51:06.794000,0 days 00:51:50.451000,253.0,263.0,245.0,174.0,False,SOFT,1.0,True,Audi,0 days 00:50:06.827000,,1,,False,,False,False
0 days 00:53:12.913000,HUL,27,0 days 00:01:22.462000,12.0,3.0,,,0 days 00:00:29.101000,0 days 00:00:17.972000,0 days 00:00:35.389000,0 days 00:52:19.552000,0 days 00:52:37.524000,0 days 00:53:12.913000,274.0,277.0,295.0,286.0,True,SOFT,2.0,True,Audi,0 days 00:51:50.451000,,1,,False,,False,True
0 days 00:55:05.690000,HUL,27,0 days 00:01:52.777000,13.0,3.0,,,0 days 00:00:41.233000,0 days 00:00:27.077000,0 days 00:00:44.467000,0 days 00:53:54.146000,0 days 00:54:21.223000,0 days 00:55:05.690000,159.0,237.0,232.0,232.0,False,SOFT,3.0,True,Audi,0 days 00:53:12.913000,,1,,False,,False,True
0 days 00:56:27.659000,HUL,27,0 days 00:01:21.969000,14.0,3.0,,,0 days 00:00:28.902000,0 days 00:00:17.972000,0 days 00:00:35.095000,0 days 00:55:34.592000,0 days 00:55:52.564000,0 days 00:56:27.659000,274.0,284.0,296.0,297.0,True,SOFT,4.0,True,Audi,0 days 00:55:05.690000,,1,,False,,False,True
0 days 01:08:06.344000,HUL,27,,15.0,3.0,,0 days 00:58:00.808000,0 days 00:00:37.135000,0 days 00:00:19.624000,,0 days 00:57:04.915000,0 days 00:57:24.538000,,227.0,284.0,,215.0,False,SOFT,5.0,True,Audi,0 days 00:56:27.659000,,1267,,False,,False,False
0 days 01:10:19.314000,HUL,27,0 days 00:02:12.970000,16.0,4.0,0 days 01:08:10.417000,0 days 01:10:06.466000,0 days 00:01:00.578000,0 days 00:00:21.242000,0 days 00:00:51.150000,0 days 01:09:06.922000,0 days 01:09:28.164000,0 days 01:10:19.314000,225.0,302.0,,188.0,False,SOFT,6.0,False,Audi,0 days 01:08:06.344000,,1,,False,,False,False
0 days 01:12:21.869000,HUL,27,0 days 00:02:02.555000,17.0,5.0,0 days 01:10:22.711000,0 days 01:12:08.975000,0 days 00:00:51.608000,0 days 00:00:20.627000,0 days 00:00:50.320000,0 days 01:11:10.922000,0 days 01:11:31.549000,0 days 01:12:21.869000,242.0,237.0,,216.0,False,SOFT,7.0,False,Audi,0 days 01:10:19.314000,,1,,False,,False,False
0 days 01:14:26.567000,HUL,27,0 days 00:02:04.698000,18.0,6.0,0 days 01:12:25.728000,0 days 01:14:13.148000,0 days 00:00:52.958000,0 days 00:00:20.758000,0 days 00:00:50.982000,0 days 01:13:14.827000,0 days 01:13:35.585000,0 days 01:14:26.567000,239.0,226.0,,218.0,False,SOFT,8.0,False,Audi,0 days 01:12:21.869000,,1,,False,,False,False
0 days 01:16:20.042000,HUL,27,0 days 00:01:53.475000,19.0,7.0,0 days 01:14:30.911000,,0 days 00:00:54.064000,0 days 00:00:20.822000,0 days 00:00:38.589000,0 days 01:15:20.631000,0 days 01:15:41.453000,0 days 01:16:20.042000,215.0,265.0,264.0,185.0,False,SOFT,9.0,False,Audi,0 days 01:14:26.567000,,1,,False,,False,False
0 days 01:19:14.201000,HUL,27,,20.0,7.0,,,0 days 00:00:37.247000,0 days 00:00:27.976000,,0 days 01:16:57.485000,0 days 01:17:25.377000,,184.0,206.0,136.0,231.0,False,SOFT,10.0,False,Audi,0 days 01:16:20.042000,,1,,False,,False,False
0 days 01:20:51.580000,HUL,27,,21.0,7.0,,0 days 01:20:51.580000,0 days 00:00:39.473000,0 days 00:00:20.657000,,0 days 01:19:53.847000,0 days 01:20:14.487000,,210.0,268.0,,145.0,False,SOFT,11.0,False,Audi,0 days 01:19:14.201000,,1,,False,,False,False
