Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 01:19:39.409000,LIN,41,,22.0,2.0,,0 days 01:19:39.409000,0 days 00:00:32.024000,0 days 00:00:25.259000,,0 days 01:18:34.159000,0 days 01:18:59.252000,,237.0,246.0,,251.0,False,SOFT,22.0,True,Racing Bulls,0 days 01:18:01.906000,,1,,False,,False,False
0 days 00:18:32.360000,COL,43,0 days 00:02:05.448000,1.0,1.0,0 days 00:16:29.825000,,0 days 00:01:00.452000,0 days 00:00:21.483000,0 days 00:00:43.513000,0 days 00:17:27.569000,0 days 00:17:49.139000,0 days 00:18:32.539000,230.0,273.0,240.0,41.0,False,MEDIUM,1.0,True,Alpine,0 days 00:16:29.825000,,126,,False,,False,False
0 days 00:20:28.588000,COL,43,0 days 00:01:56.228000,2.0,1.0,,,0 days 00:00:41.916000,0 days 00:00:25.436000,0 days 00:00:48.876000,0 days 00:19:14.276000,0 days 00:19:39.712000,0 days 00:20:28.588000,242.0,229.0,254.0,150.0,True,MEDIUM,2.0,True,Alpine,0 days 00:18:32.360000,,671,,False,,False,False
0 days 00:21:56.054000,COL,43,0 days 00:01:27.466000,3.0,1.0,,,0 days 00:00:31.266000,0 days 00:00:18.365000,0 days 00:00:37.835000,0 days 00:20:59.854000,0 days 00:21:18.219000,0 days 00:21:56.054000,244.0,288.0,282.0,252.0,True,MEDIUM,3.0,True,Alpine,0 days 00:20:28.588000,,1,,False,,False,True
0 days 00:23:46.948000,COL,43,0 days 00:01:50.894000,4.0,1.0,,,0 days 00:00:40.414000,0 days 00:00:23.580000,0 days 00:00:46.900000,0 days 00:22:36.468000,0 days 00:23:00.048000,0 days 00:23:46.948000,233.0,203.0,249.0,176.0,False,MEDIUM,4.0,True,Alpine,0 days 00:21:56.054000,,1,,False,,False,True
0 days 00:25:12.767000,COL,43,0 days 00:01:25.819000,5.0,1.0,,,0 days 00:00:30.286000,0 days 00:00:18.835000,0 days 00:00:36.698000,0 days 00:24:17.234000,0 days 00:24:36.069000,0 days 00:25:12.767000,261.0,260.0,289.0,270.0,True,MEDIUM,5.0,True,Alpine,0 days 00:23:46.948000,,1,,False,,False,True
0 days 00:34:08.531000,COL,43,,6.0,1.0,,0 days 00:27:46.610000,0 days 00:01:03.735000,0 days 00:00:24.859000,,0 days 00:26:16.719000,0 days 00:26:41.574000,,175.0,165.0,,217.0,False,MEDIUM,6.0,True,Alpine,0 days 00:25:12.767000,,1,,False,,False,False
0 days 00:35:52.018000,COL,43,0 days 00:01:43.487000,7.0,2.0,0 days 00:34:10.654000,,0 days 00:00:41.725000,0 days 00:00:18.682000,0 days 00:00:43.080000,0 days 00:34:50.256000,0 days 00:35:08.938000,0 days 00:35:52.018000,234.0,279.0,275.0,166.0,False,MEDIUM,7.0,False,Alpine,0 days 00:34:08.531000,,1,,False,,False,False
0 days 00:37:17.672000,COL,43,0 days 00:01:25.654000,8.0,2.0,,,0 days 00:00:30.328000,0 days 00:00:18.290000,0 days 00:00:37.036000,0 days 00:36:22.346000,0 days 00:36:40.636000,0 days 00:37:17.672000,267.0,268.0,288.0,260.0,True,MEDIUM,8.0,False,Alpine,0 days 00:35:52.018000,,1,,False,,False,True
0 days 00:38:45.562000,COL,43,0 days 00:01:27.890000,9.0,2.0,,,0 days 00:00:31.548000,0 days 00:00:18.484000,0 days 00:00:37.858000,0 days 00:37:49.220000,0 days 00:38:07.704000,0 days 00:38:45.562000,242.0,291.0,290.0,241.0,False,MEDIUM,9.0,False,Alpine,0 days 00:37:17.672000,,1,,False,,False,True
0 days 00:40:10.008000,COL,43,0 days 00:01:24.446000,10.0,2.0,,,0 days 00:00:29.639000,0 days 00:00:18.184000,0 days 00:00:36.623000,0 days 00:39:15.201000,0 days 00:39:33.385000,0 days 00:40:10.008000,269.0,291.0,291.0,278.0,True,MEDIUM,10.0,False,Alpine,0 days 00:38:45.562000,,1,,False,,False,True
0 days 00:47:32.126000,COL,43,,11.0,2.0,,0 days 00:41:42.216000,0 days 00:00:34.288000,0 days 00:00:19.396000,,0 days 00:40:44.530000,0 days 00:41:03.874000,,247.0,261.0,,292.0,False,MEDIUM,11.0,False,Alpine,0 days 00:40:10.008000,,1,,False,,False,False
0 days 00:49:39.936000,COL,43,0 days 00:02:07.810000,12.0,3.0,0 days 00:47:34.647000,,0 days 00:00:57.486000,0 days 00:00:23.435000,0 days 00:00:46.889000,0 days 00:48:29.612000,0 days 00:48:53.047000,0 days 00:49:39.936000,150.0,272.0,272.0,153.0,False,SOFT,1.0,True,Alpine,0 days 00:47:32.126000,,1,,False,,False,False
0 days 00:51:24.836000,COL,43,0 days 00:01:44.900000,13.0,3.0,,,0 days 00:00:33.489000,0 days 00:00:19.949000,0 days 00:00:51.462000,0 days 00:50:13.425000,0 days 00:50:33.374000,0 days 00:51:24.836000,247.0,274.0,255.0,259.0,False,SOFT,2.0,True,Alpine,0 days 00:49:39.936000,,1,,False,,False,True
0 days 00:52:50.327000,COL,43,0 days 00:01:25.491000,14.0,3.0,,,0 days 00:00:29.804000,0 days 00:00:19.143000,0 days 00:00:36.544000,0 days 00:51:54.640000,0 days 00:52:13.783000,0 days 00:52:50.327000,265.0,287.0,317.0,283.0,False,SOFT,3.0,True,Alpine,0 days 00:51:24.836000,,1,,False,,False,True
0 days 00:54:52.022000,COL,43,0 days 00:02:01.695000,15.0,3.0,,,0 days 00:00:46.263000,0 days 00:00:30.246000,0 days 00:00:45.186000,0 days 00:53:36.590000,0 days 00:54:06.836000,0 days 00:54:52.022000,197.0,204.0,278.0,176.0,False,SOFT,4.0,True,Alpine,0 days 00:52:50.327000,,1,,False,,False,True
0 days 00:56:15.347000,COL,43,0 days 00:01:23.325000,16.0,3.0,,,0 days 00:00:29.105000,0 days 00:00:18.160000,0 days 00:00:36.060000,0 days 00:55:21.127000,0 days 00:55:39.287000,0 days 00:56:15.347000,267.0,291.0,306.0,304.0,True,SOFT,5.0,True,Alpine,0 days 00:54:52.022000,,1,,False,,False,True
0 days 00:58:35.709000,COL,43,0 days 00:02:20.362000,17.0,3.0,,,0 days 00:00:48.847000,0 days 00:00:38.734000,0 days 00:00:52.781000,0 days 00:57:04.194000,0 days 00:57:42.928000,0 days 00:58:35.709000,121.0,213.0,256.0,156.0,False,SOFT,6.0,True,Alpine,0 days 00:56:15.347000,,1,,False,,False,True
0 days 01:06:42.439000,COL,43,,18.0,3.0,,0 days 01:00:10.552000,0 days 00:00:30.579000,0 days 00:00:25.005000,,0 days 00:59:06.479000,0 days 00:59:31.494000,,240.0,241.0,,287.0,False,SOFT,7.0,True,Alpine,0 days 00:58:35.709000,,1267,,False,,False,False
0 days 01:08:32.842000,COL,43,0 days 00:01:50.403000,19.0,4.0,0 days 01:06:44.578000,,0 days 00:00:43.192000,0 days 00:00:22.294000,0 days 00:00:44.917000,0 days 01:07:25.631000,0 days 01:07:47.925000,0 days 01:08:32.842000,234.0,264.0,258.0,123.0,False,MEDIUM,12.0,False,Alpine,0 days 01:06:42.439000,,1,,False,,False,False
0 days 01:10:03.275000,COL,43,0 days 00:01:30.433000,20.0,4.0,,,0 days 00:00:32.135000,0 days 00:00:20.251000,0 days 00:00:38.047000,0 days 01:09:04.977000,0 days 01:09:25.228000,0 days 01:10:03.275000,253.0,286.0,278.0,225.0,False,MEDIUM,13.0,False,Alpine,0 days 01:08:32.842000,,1,,False,,False,True
0 days 01:11:31.294000,COL,43,0 days 00:01:28.019000,21.0,4.0,,,0 days 00:00:30.768000,0 days 00:00:20.017000,0 days 00:00:37.234000,0 days 01:10:34.043000,0 days 01:10:54.060000,0 days 01:11:31.294000,254.0,285.0,277.0,275.0,False,MEDIUM,14.0,False,Alpine,0 days 01:10:03.275000,,1,,False,,False,True
0 days 01:12:58.391000,COL,43,0 days 00:01:27.097000,22.0,4.0,,,0 days 00:00:30.251000,0 days 00:00:19.595000,0 days 00:00:37.251000,0 days 01:12:01.545000,0 days 01:12:21.140000,0 days 01:12:58.391000,258.0,284.0,275.0,270.0,False,MEDIUM,15.0,False,Alpine,0 days 01:11:31.294000,,1,,False,,False,True
0 days 01:14:25.398000,COL,43,0 days 00:01:27.007000,23.0,4.0,,,0 days 00:00:30.319000,0 days 00:00:19.572000,0 days 00:00:37.116000,0 days 01:13:28.710000,0 days 01:13:48.282000,0 days 01:14:25.398000,254.0,283.0,272.0,283.0,False,MEDIUM,16.0,False,Alpine,0 days 01:12:58.391000,,1,,False,,False,True
0 days 01:15:52.327000,COL,43,0 days 00:01:26.929000,24.0,4.0,,,0 days 00:00:30.276000,0 days 00:00:19.496000,0 days 00:00:37.157000,0 days 01:14:55.674000,0 days 01:15:15.170000,0 days 01:15:52.327000,,289.0,277.0,282.0,False,MEDIUM,17.0,False,Alpine,0 days 01:14:25.398000,,1,,False,,False,True
0 days 01:18:41.107000,COL,43,,25.0,4.0,,,0 days 00:00:34.210000,0 days 00:00:23.331000,,0 days 01:16:26.586000,0 days 01:16:49.970000,,203.0,229.0,119.0,275.0,False,MEDIUM,18.0,False,Alpine,0 days 01:15:52.327000,,1,,False,,False,False
0 days 01:20:09.006000,COL,43,,26.0,4.0,,0 days 01:20:09.006000,0 days 00:00:32.175000,0 days 00:00:18.772000,,0 days 01:19:13.400000,0 days 01:19:32.206000,,246.0,280.0,,231.0,False,MEDIUM,19.0,False,Alpine,0 days 01:18:41.107000,,1,,False,,False,False
0 days 00:17:17.954000,HAM,44,0 days 00:02:01.722000,1.0,1.0,0 days 00:15:22.972000,,0 days 00:00:56.747000,0 days 00:00:20.851000,0 days 00:00:44.124000,0 days 00:16:13.256000,0 days 00:16:34.114000,0 days 00:17:18.192000,200.0,257.0,273.0,127.0,False,MEDIUM,1.0,True,Ferrari,0 days 00:15:22.972000,,12,,False,,False,False
0 days 00:19:00.774000,HAM,44,0 days 00:01:42.820000,2.0,1.0,,,0 days 00:00:29.969000,0 days 00:00:18.090000,0 days 00:00:54.761000,0 days 00:17:47.923000,0 days 00:18:06.013000,0 days 00:19:00.774000,271.0,283.0,190.0,266.0,True,MEDIUM,2.0,True,Ferrari,0 days 00:17:17.954000,,26,,False,,False,False
0 days 00:20:48.293000,HAM,44,0 days 00:01:47.519000,3.0,1.0,,,0 days 00:00:42.566000,0 days 00:00:21.631000,0 days 00:00:43.322000,0 days 00:19:43.340000,0 days 00:20:04.971000,0 days 00:20:48.293000,210.0,276.0,284.0,79.0,False,MEDIUM,3.0,True,Ferrari,0 days 00:19:00.774000,,671,,False,,False,False
0 days 00:22:30.573000,HAM,44,0 days 00:01:42.280000,4.0,1.0,,,0 days 00:00:31.552000,0 days 00:00:20.546000,0 days 00:00:50.182000,0 days 00:21:19.845000,0 days 00:21:40.391000,0 days 00:22:30.573000,239.0,278.0,285.0,304.0,True,MEDIUM,4.0,True,Ferrari,0 days 00:20:48.293000,,1,,False,,False,True
0 days 00:23:54.386000,HAM,44,0 days 00:01:23.813000,5.0,1.0,,,0 days 00:00:29.243000,0 days 00:00:18.135000,0 days 00:00:36.435000,0 days 00:22:59.816000,0 days 00:23:17.951000,0 days 00:23:54.386000,237.0,288.0,283.0,309.0,True,MEDIUM,5.0,True,Ferrari,0 days 00:22:30.573000,,1,,False,,False,True
0 days 00:25:49.570000,HAM,44,0 days 00:01:55.184000,6.0,1.0,,,0 days 00:00:46.741000,0 days 00:00:24.590000,0 days 00:00:43.853000,0 days 00:24:41.127000,0 days 00:25:05.717000,0 days 00:25:49.570000,193.0,256.0,268.0,224.0,False,MEDIUM,6.0,True,Ferrari,0 days 00:23:54.386000,,1,,False,,False,True
0 days 00:27:12.602000,HAM,44,0 days 00:01:23.032000,7.0,1.0,,,0 days 00:00:29.270000,0 days 00:00:17.997000,0 days 00:00:35.765000,0 days 00:26:18.840000,0 days 00:26:36.837000,0 days 00:27:12.602000,241.0,291.0,298.0,277.0,True,MEDIUM,7.0,True,Ferrari,0 days 00:25:49.570000,,1,,False,,False,True
0 days 00:29:09.986000,HAM,44,0 days 00:01:57.384000,8.0,1.0,,,0 days 00:00:48.774000,0 days 00:00:25.461000,0 days 00:00:43.149000,0 days 00:28:01.376000,0 days 00:28:26.837000,0 days 00:29:09.986000,146.0,257.0,271.0,216.0,False,MEDIUM,8.0,True,Ferrari,0 days 00:27:12.602000,,1,,False,,False,True
0 days 00:30:32.678000,HAM,44,0 days 00:01:22.692000,9.0,1.0,,,0 days 00:00:28.936000,0 days 00:00:17.957000,0 days 00:00:35.799000,0 days 00:29:38.922000,0 days 00:29:56.879000,0 days 00:30:32.678000,241.0,292.0,301.0,279.0,True,MEDIUM,9.0,True,Ferrari,0 days 00:29:09.986000,,1,,False,,False,True
0 days 00:32:39.106000,HAM,44,0 days 00:02:06.428000,10.0,1.0,,,0 days 00:00:48.558000,0 days 00:00:35.985000,0 days 00:00:41.885000,0 days 00:31:21.236000,0 days 00:31:57.221000,0 days 00:32:39.106000,121.0,234.0,275.0,219.0,False,MEDIUM,10.0,True,Ferrari,0 days 00:30:32.678000,,1,,False,,False,True
0 days 00:34:01.072000,HAM,44,0 days 00:01:21.966000,11.0,1.0,,,0 days 00:00:28.825000,0 days 00:00:17.834000,0 days 00:00:35.307000,0 days 00:33:07.931000,0 days 00:33:25.765000,0 days 00:34:01.072000,244.0,292.0,299.0,280.0,True,MEDIUM,11.0,True,Ferrari,0 days 00:32:39.106000,,1,,False,,False,True
0 days 00:35:56.178000,HAM,44,0 days 00:01:55.106000,12.0,1.0,,,0 days 00:00:45.002000,0 days 00:00:29.349000,0 days 00:00:40.755000,0 days 00:34:46.074000,0 days 00:35:15.423000,0 days 00:35:56.178000,130.0,250.0,276.0,233.0,False,MEDIUM,12.0,True,Ferrari,0 days 00:34:01.072000,,1,,False,,False,True
0 days 00:37:17.876000,HAM,44,0 days 00:01:21.698000,13.0,1.0,,,0 days 00:00:28.646000,0 days 00:00:17.642000,0 days 00:00:35.410000,0 days 00:36:24.824000,0 days 00:36:42.466000,0 days 00:37:17.876000,250.0,302.0,312.0,281.0,True,MEDIUM,13.0,True,Ferrari,0 days 00:35:56.178000,,1,,False,,False,True
0 days 00:39:06.314000,HAM,44,0 days 00:01:48.438000,14.0,1.0,,,0 days 00:00:38.320000,0 days 00:00:25.463000,0 days 00:00:44.655000,0 days 00:37:56.196000,0 days 00:38:21.659000,0 days 00:39:06.314000,163.0,251.0,269.0,265.0,False,MEDIUM,14.0,True,Ferrari,0 days 00:37:17.876000,,1,,False,,False,True
0 days 00:40:51.461000,HAM,44,0 days 00:01:45.147000,15.0,1.0,,,0 days 00:00:29.730000,0 days 00:00:22.826000,0 days 00:00:52.591000,0 days 00:39:36.044000,0 days 00:39:58.870000,0 days 00:40:51.461000,233.0,223.0,280.0,278.0,False,MEDIUM,15.0,True,Ferrari,0 days 00:39:06.314000,,1,,False,,False,True
0 days 00:50:30.983000,HAM,44,,16.0,1.0,,0 days 00:42:18.548000,0 days 00:00:28.855000,0 days 00:00:17.919000,,0 days 00:41:20.577000,0 days 00:41:38.499000,,279.0,291.0,,291.0,False,MEDIUM,16.0,True,Ferrari,0 days 00:40:51.461000,,1,,False,,False,False
0 days 00:52:20.857000,HAM,44,0 days 00:01:49.874000,17.0,2.0,0 days 00:50:35.345000,,0 days 00:00:46.896000,0 days 00:00:21.116000,0 days 00:00:41.862000,0 days 00:51:17.879000,0 days 00:51:38.995000,0 days 00:52:20.857000,216.0,250.0,275.0,140.0,False,SOFT,1.0,True,Ferrari,0 days 00:50:30.983000,,1,,False,,False,False
0 days 00:53:42.152000,HAM,44,0 days 00:01:21.295000,18.0,2.0,,,0 days 00:00:28.699000,0 days 00:00:17.743000,0 days 00:00:34.853000,0 days 00:52:49.556000,0 days 00:53:07.299000,0 days 00:53:42.152000,242.0,293.0,300.0,281.0,True,SOFT,2.0,True,Ferrari,0 days 00:52:20.857000,,1,,False,,False,True
0 days 00:55:50.162000,HAM,44,0 days 00:02:08.010000,19.0,2.0,,,0 days 00:00:50.376000,0 days 00:00:34.987000,0 days 00:00:42.647000,0 days 00:54:32.528000,0 days 00:55:07.515000,0 days 00:55:50.162000,107.0,203.0,276.0,229.0,False,SOFT,3.0,True,Ferrari,0 days 00:53:42.152000,,1,,False,,False,True
0 days 00:57:11.324000,HAM,44,0 days 00:01:21.162000,20.0,2.0,,,0 days 00:00:28.573000,0 days 00:00:17.694000,0 days 00:00:34.895000,0 days 00:56:18.735000,0 days 00:56:36.429000,0 days 00:57:11.324000,245.0,294.0,298.0,281.0,True,SOFT,4.0,True,Ferrari,0 days 00:55:50.162000,,1,,False,,False,True
0 days 00:59:40.216000,HAM,44,0 days 00:02:28.892000,21.0,2.0,,,0 days 00:00:56.899000,0 days 00:00:41.814000,0 days 00:00:50.179000,0 days 00:58:08.223000,0 days 00:58:50.037000,0 days 00:59:40.216000,92.0,120.0,280.0,206.0,False,SOFT,5.0,True,Ferrari,0 days 00:57:11.324000,,1,,False,,False,True
0 days 01:01:23.450000,HAM,44,0 days 00:01:43.234000,22.0,2.0,,,0 days 00:00:34.854000,0 days 00:00:19.930000,0 days 00:00:48.450000,0 days 01:00:15.070000,0 days 01:00:35,0 days 01:01:23.450000,178.0,289.0,280.0,287.0,False,SOFT,6.0,True,Ferrari,0 days 00:59:40.216000,,1,,True,TRACK LIMITS AT TURN 3 LAP 23 ,False,True
0 days 01:02:44.186000,HAM,44,0 days 00:01:20.736000,23.0,2.0,,,0 days 00:00:28.448000,0 days 00:00:17.607000,0 days 00:00:34.681000,0 days 01:01:51.898000,0 days 01:02:09.505000,0 days 01:02:44.186000,246.0,299.0,307.0,288.0,True,SOFT,7.0,True,Ferrari,0 days 01:01:23.450000,,1,,False,,False,True
0 days 01:09:31.610000,HAM,44,,24.0,2.0,,0 days 01:04:36.425000,0 days 00:00:39.638000,0 days 00:00:23.892000,,0 days 01:03:23.972000,0 days 01:03:47.934000,,227.0,164.0,,226.0,False,SOFT,8.0,True,Ferrari,0 days 01:02:44.186000,,1267,,False,,False,False
0 days 01:11:31.452000,HAM,44,0 days 00:01:59.842000,25.0,3.0,0 days 01:09:35.104000,,0 days 00:00:57.808000,0 days 00:00:18.286000,0 days 00:00:43.748000,0 days 01:10:29.418000,0 days 01:10:47.704000,0 days 01:11:31.452000,251.0,289.0,262.0,221.0,False,MEDIUM,17.0,False,Ferrari,0 days 01:09:31.610000,,1,,False,,False,False
0 days 01:13:02.422000,HAM,44,0 days 00:01:30.970000,26.0,3.0,,,0 days 00:00:33.283000,0 days 00:00:19.005000,0 days 00:00:38.682000,0 days 01:12:04.735000,0 days 01:12:23.740000,0 days 01:13:02.422000,207.0,276.0,296.0,253.0,False,MEDIUM,18.0,False,Ferrari,0 days 01:11:31.452000,,1,,False,,False,True
0 days 01:14:25.868000,HAM,44,0 days 00:01:23.446000,27.0,3.0,,,0 days 00:00:29.203000,0 days 00:00:17.861000,0 days 00:00:36.382000,0 days 01:13:31.625000,0 days 01:13:49.486000,0 days 01:14:25.868000,270.0,295.0,293.0,289.0,False,MEDIUM,19.0,False,Ferrari,0 days 01:13:02.422000,,1,,False,,False,True
0 days 01:15:50.658000,HAM,44,0 days 00:01:24.790000,28.0,3.0,,,0 days 00:00:29.996000,0 days 00:00:18.213000,0 days 00:00:36.581000,0 days 01:14:55.864000,0 days 01:15:14.077000,0 days 01:15:50.658000,271.0,292.0,292.0,283.0,False,MEDIUM,20.0,False,Ferrari,0 days 01:14:25.868000,,1,,False,,False,True
0 days 01:18:55.645000,HAM,44,,29.0,3.0,,,0 days 00:00:46.658000,0 days 00:00:26.716000,,0 days 01:16:37.544000,0 days 01:17:04.244000,,148.0,273.0,157.0,221.0,False,MEDIUM,21.0,False,Ferrari,0 days 01:15:50.658000,,1,,False,,False,False
0 days 01:20:28.332000,HAM,44,,30.0,3.0,,0 days 01:20:28.332000,0 days 00:00:35.005000,0 days 00:00:22.084000,,0 days 01:19:30.675000,0 days 01:19:52.818000,,215.0,271.0,,255.0,False,MEDIUM,22.0,False,Ferrari,0 days 01:18:55.645000,,1,,False,,False,False
0 days 00:26:36.530000,SAI,55,,1.0,1.0,0 days 00:15:54.752000,0 days 00:18:03.722000,0 days 00:01:10.532000,0 days 00:00:27.630000,,0 days 00:16:55.013000,0 days 00:17:22.673000,,245.0,178.0,,104.0,False,HARD,1.0,True,Williams,0 days 00:15:54.752000,,1267,,False,,False,False
0 days 00:28:24.739000,SAI,55,0 days 00:01:48.209000,2.0,2.0,0 days 00:26:38.655000,,0 days 00:00:38.581000,0 days 00:00:20.709000,0 days 00:00:48.919000,0 days 00:27:15.111000,0 days 00:27:35.820000,0 days 00:28:24.739000,246.0,261.0,283.0,181.0,False,HARD,2.0,False,Williams,0 days 00:26:36.530000,,1,,False,,False,False
0 days 00:29:50.416000,SAI,55,0 days 00:01:25.677000,3.0,2.0,,,0 days 00:00:30.216000,0 days 00:00:18.710000,0 days 00:00:36.751000,0 days 00:28:54.955000,0 days 00:29:13.665000,0 days 00:29:50.416000,252.0,257.0,289.0,271.0,True,HARD,3.0,False,Williams,0 days 00:28:24.739000,,1,,False,,False,True
0 days 00:31:31.208000,SAI,55,0 days 00:01:40.792000,4.0,2.0,,,0 days 00:00:30.158000,0 days 00:00:21.679000,0 days 00:00:48.955000,0 days 00:30:20.574000,0 days 00:30:42.253000,0 days 00:31:31.208000,238.0,255.0,260.0,,False,HARD,4.0,False,Williams,0 days 00:29:50.416000,,1,,False,,False,True
0 days 00:32:55.016000,SAI,55,0 days 00:01:23.808000,5.0,2.0,,,0 days 00:00:29.461000,0 days 00:00:18.438000,0 days 00:00:35.909000,0 days 00:32:00.669000,0 days 00:32:19.107000,0 days 00:32:55.016000,259.0,262.0,300.0,277.0,True,HARD,5.0,False,Williams,0 days 00:31:31.208000,,1,,False,,False,True
0 days 00:34:41.848000,SAI,55,0 days 00:01:46.832000,6.0,2.0,,,0 days 00:00:38.863000,0 days 00:00:25.105000,0 days 00:00:42.864000,0 days 00:33:33.879000,0 days 00:33:58.984000,0 days 00:34:41.848000,199.0,216.0,273.0,214.0,False,HARD,6.0,False,Williams,0 days 00:32:55.016000,,1,,False,,False,True
0 days 00:36:05.477000,SAI,55,0 days 00:01:23.629000,7.0,2.0,,,0 days 00:00:29.396000,0 days 00:00:18.176000,0 days 00:00:36.057000,0 days 00:35:11.244000,0 days 00:35:29.420000,0 days 00:36:05.477000,259.0,271.0,290.0,285.0,True,HARD,7.0,False,Williams,0 days 00:34:41.848000,,1,,False,,False,True
0 days 00:37:52.634000,SAI,55,0 days 00:01:47.157000,8.0,2.0,,,0 days 00:00:38.202000,0 days 00:00:24.560000,0 days 00:00:44.395000,0 days 00:36:43.679000,0 days 00:37:08.239000,0 days 00:37:52.634000,222.0,219.0,276.0,204.0,False,HARD,8.0,False,Williams,0 days 00:36:05.477000,,1,,False,,False,True
0 days 00:39:30.852000,SAI,55,0 days 00:01:38.218000,9.0,2.0,,,0 days 00:00:32.646000,0 days 00:00:21.005000,0 days 00:00:44.567000,0 days 00:38:25.280000,0 days 00:38:46.285000,0 days 00:39:30.852000,220.0,266.0,276.0,287.0,False,HARD,9.0,False,Williams,0 days 00:37:52.634000,,1,,False,,False,True
0 days 00:41:03.334000,SAI,55,0 days 00:01:32.482000,10.0,2.0,,,0 days 00:00:29.277000,0 days 00:00:18.209000,0 days 00:00:44.996000,0 days 00:40:00.129000,0 days 00:40:18.338000,0 days 00:41:03.334000,263.0,273.0,278.0,288.0,False,HARD,10.0,False,Williams,0 days 00:39:30.852000,,1,,True,TRACK LIMITS AT TURN 10 LAP 11 ,False,True
0 days 00:42:37.571000,SAI,55,0 days 00:01:34.237000,11.0,2.0,,,0 days 00:00:31.086000,0 days 00:00:19.433000,0 days 00:00:43.718000,0 days 00:41:34.420000,0 days 00:41:53.853000,0 days 00:42:37.571000,256.0,285.0,280.0,287.0,False,HARD,11.0,False,Williams,0 days 00:41:03.334000,,1,,False,,False,True
0 days 00:44:00.398000,SAI,55,0 days 00:01:22.827000,12.0,2.0,,,0 days 00:00:29.081000,0 days 00:00:18.119000,0 days 00:00:35.627000,0 days 00:43:06.652000,0 days 00:43:24.771000,0 days 00:44:00.398000,263.0,267.0,300.0,290.0,True,HARD,12.0,False,Williams,0 days 00:42:37.571000,,1,,False,,False,True
0 days 00:45:48.154000,SAI,55,0 days 00:01:47.756000,13.0,2.0,,,0 days 00:00:37.617000,0 days 00:00:24.845000,0 days 00:00:45.294000,0 days 00:44:38.015000,0 days 00:45:02.860000,0 days 00:45:48.154000,188.0,197.0,274.0,229.0,False,HARD,13.0,False,Williams,0 days 00:44:00.398000,,1,,False,,False,True
0 days 00:47:11.295000,SAI,55,0 days 00:01:23.141000,14.0,2.0,,,0 days 00:00:29.021000,0 days 00:00:18.178000,0 days 00:00:35.942000,0 days 00:46:17.175000,0 days 00:46:35.353000,0 days 00:47:11.295000,258.0,263.0,309.0,284.0,False,HARD,14.0,False,Williams,0 days 00:45:48.154000,,1,,True,TRACK LIMITS AT TURN 12 LAP 15 ,False,True
0 days 00:53:31.113000,SAI,55,,15.0,2.0,,0 days 00:48:55.238000,0 days 00:00:37.232000,0 days 00:00:26.195000,,0 days 00:47:48.775000,0 days 00:48:15.033000,,198.0,235.0,,245.0,False,HARD,15.0,False,Williams,0 days 00:47:11.295000,,1,,False,,False,False
0 days 00:55:19.370000,SAI,55,0 days 00:01:48.257000,16.0,3.0,0 days 00:53:33.154000,,0 days 00:00:42.304000,0 days 00:00:20.936000,0 days 00:00:45.017000,0 days 00:54:13.417000,0 days 00:54:34.353000,0 days 00:55:19.370000,246.0,269.0,277.0,141.0,False,SOFT,1.0,True,Williams,0 days 00:53:31.113000,,1,,False,,False,False
0 days 00:56:42.008000,SAI,55,0 days 00:01:22.638000,17.0,3.0,,,0 days 00:00:29.009000,0 days 00:00:18.089000,0 days 00:00:35.540000,0 days 00:55:48.379000,0 days 00:56:06.468000,0 days 00:56:42.008000,258.0,268.0,288.0,287.0,True,SOFT,2.0,True,Williams,0 days 00:55:19.370000,,1,,False,,False,True
0 days 00:58:43.728000,SAI,55,0 days 00:02:01.720000,18.0,3.0,,,0 days 00:00:40.614000,0 days 00:00:30.981000,0 days 00:00:50.125000,0 days 00:57:22.622000,0 days 00:57:53.603000,0 days 00:58:43.728000,165.0,165.0,270.0,186.0,False,SOFT,3.0,True,Williams,0 days 00:56:42.008000,,1,,False,,False,True
0 days 01:00:26.400000,SAI,55,0 days 00:01:42.672000,19.0,3.0,,,0 days 00:00:31.987000,0 days 00:00:23.545000,0 days 00:00:47.140000,0 days 00:59:15.715000,0 days 00:59:39.260000,0 days 01:00:26.400000,217.0,229.0,277.0,285.0,False,SOFT,4.0,True,Williams,0 days 00:58:43.728000,,1,,False,,False,True
0 days 01:01:48.723000,SAI,55,0 days 00:01:22.323000,20.0,3.0,,,0 days 00:00:28.868000,0 days 00:00:18.091000,0 days 00:00:35.364000,0 days 01:00:55.268000,0 days 01:01:13.359000,0 days 01:01:48.723000,260.0,268.0,292.0,289.0,True,SOFT,5.0,True,Williams,0 days 01:00:26.400000,,1,,False,,False,True
0 days 01:04:36.237000,SAI,55,,21.0,3.0,,0 days 01:03:27.773000,0 days 00:00:35.590000,0 days 00:00:21.918000,,0 days 01:02:24.569000,0 days 01:02:46.557000,,217.0,256.0,,232.0,False,SOFT,6.0,True,Williams,0 days 01:01:48.723000,,126,,False,,False,False
